,JE6 R1,JE6 R2,JE6 R3,JE6 R4,JE6 R5,J.TCPTP- R1,J.TCPTP- R2,J.TCPTP- R3,J.TCPTP- R4,J.PTPN22- R1,J.PTPN22- R2,J.PTPN22- R3,J.PTPN22- R5,J.SHP1- R1,J.SHP1- R2,J.SHP1- R3,J.SHP1- R4,J.SHP1- R5
2254,9451600.0,10675000.0,13517000.0,10619000.0,11627000.0,9239429.0,8205300.0,10497000.0,9628682.0,10432000.0,10970000.0,7367100.0,9983700.0,12934000.0,15050000.0,12269000.0,13716000.0,13873000.0
2255,620880000.0,690590000.0,849300000.0,593910000.0,755240000.0,550280000.0,620270000.0,744910000.0,620900000.0,770370000.0,793560000.0,635070000.0,737930000.0,609440000.0,700530000.0,701550000.0,656180000.0,772880000.0
2256,11058547.0,11048000.0,14642000.0,11145680.0,11382000.0,8981300.0,11145376.0,13172769.0,8399000.0,12425428.0,11917706.0,10843021.0,9883400.0,11323000.0,15286000.0,19994000.0,16740000.0,13017000.0
2257,33529000.0,40121000.0,42074000.0,41995000.0,39993000.0,51519000.0,52646000.0,49781000.0,48652000.0,39947000.0,35333000.0,28616000.0,35373000.0,39039000.0,44741000.0,41778000.0,51198000.0,40605000.0
2258,14657000.0,17346000.0,18373000.0,18032000.0,16767480.0,13193000.0,18191000.0,13538000.0,16407000.0,16324430.0,14699000.0,14533000.0,16218000.0,15322000.0,16771400.0,17758000.0,17989000.0,16843000.0
2259,17786000.0,24565000.0,29702000.0,17939000.0,36140000.0,14861000.0,14574000.0,22518930.0,17457000.0,16794000.0,20628920.0,18932620.0,22813780.0,17671000.0,10172000.0,18303030.0,18989440.0,25723000.0
2260,5493000.0,5359340.0,5425333.0,5336009.0,5374885.0,4710500.0,4984574.0,5290505.0,4655100.0,5627800.0,5283174.0,5162196.0,5311396.0,5048200.0,5377968.0,5342452.0,5865900.0,5322872.0
2261,3924009.0,3667300.0,4514400.0,3923500.0,4222782.0,3480600.0,4033434.0,4412939.0,3780100.0,4483024.0,5947400.0,3604700.0,4410700.0,4025334.0,4332019.0,4198354.0,4318141.0,4271611.0
2262,557060000.0,581390000.0,622780000.0,552320000.0,573220000.0,416110000.0,517840000.0,589120000.0,521480000.0,635330000.0,645500000.0,490250000.0,577590000.0,473380000.0,548850000.0,525590000.0,520440000.0,533320000.0
2263,460530000.0,531300000.0,648730000.0,532550000.0,588160000.0,374680000.0,414280000.0,493530000.0,431360000.0,553190000.0,519700000.0,396060000.0,641310000.0,294770000.0,336800000.0,425630000.0,420640000.0,366450000.0
2264,122180000.0,138080000.0,176520000.0,137150000.0,166910000.0,99833000.0,109160000.0,135980000.0,105160000.0,151780000.0,117800000.0,111460000.0,146500000.0,114040000.0,121670000.0,128620000.0,141610000.0,150850000.0
2265,5710000.0,6003500.0,7634900.0,7454800.0,7940200.0,7070800.0,7992600.0,7666500.0,7207800.0,6692500.0,7852400.0,6417200.0,7651600.0,7216200.0,6814000.0,6633000.0,6979405.0,7145701.0
2266,17632000.0,13936000.0,16350000.0,16357000.0,15570000.0,23349000.0,18965000.0,17549000.0,28771000.0,15455000.0,16874840.0,13100000.0,15935000.0,32464000.0,27713000.0,28808000.0,32528000.0,25996000.0
2267,177050000.0,190470000.0,234730000.0,194620000.0,202340000.0,168150000.0,195560000.0,229210000.0,198470000.0,207880000.0,185670000.0,169470000.0,208810000.0,202540000.0,200750000.0,197520000.0,202890000.0,207310000.0
2268,15180000.0,15451000.0,19089000.0,18790000.0,19892000.0,19517000.0,22723000.0,27817000.0,25145000.0,29565000.0,30932000.0,23658000.0,26865000.0,10204000.0,10533000.0,10867000.0,10595000.0,12201000.0
2269,7215000.0,7231500.0,7031200.0,7257806.0,7895600.0,7169200.0,7296800.0,7471600.0,7485500.0,6875200.0,6490900.0,7145100.0,6978200.0,8150900.0,8610900.0,9565700.0,8486300.0,7954100.0
2270,25305000.0,20550470.0,21768010.0,18752000.0,21420000.0,15245000.0,17487000.0,20295000.0,17004000.0,26066000.0,21189000.0,19664960.0,21747640.0,20738030.0,21154480.0,21193750.0,23962000.0,21465970.0
2271,130840000.0,143930000.0,164060000.0,143830000.0,160360000.0,109590000.0,133830000.0,149050000.0,120320000.0,154460000.0,154950000.0,133730000.0,161050000.0,122410000.0,141270000.0,124220000.0,178020000.0,155720000.0
2272,165420000.0,225120000.0,246210000.0,200180000.0,237290000.0,181760000.0,200220000.0,228900000.0,175640000.0,248680000.0,186880000.0,179260000.0,255850000.0,288550000.0,243240000.0,206290000.0,323070000.0,231590000.0
2273,66985000.0,70968000.0,108280000.0,74582000.0,41796000.0,70347000.0,82026000.0,73644000.0,67364000.0,100740000.0,101140000.0,72748000.0,93023000.0,100320000.0,97385000.0,109560000.0,136490000.0,109840000.0
2274,73069000.0,88512000.0,107350000.0,84656000.0,97120000.0,64669000.0,77783000.0,91020000.0,69476000.0,88816000.0,76799000.0,75489000.0,92175000.0,92024000.0,118300000.0,109910000.0,112040000.0,114640000.0
2275,33676000.0,38762000.0,40956000.0,34102000.0,36196000.0,26463000.0,32519000.0,44736000.0,31453000.0,35265000.0,34196000.0,29435000.0,37402000.0,33001000.0,36357000.0,38086000.0,34402000.0,37941000.0
2276,126710000.0,136030000.0,151680000.0,140940000.0,144770000.0,81293000.0,92096000.0,104290000.0,97470000.0,166470000.0,137860000.0,123050000.0,143800000.0,139410000.0,151910000.0,142920000.0,161160000.0,144790000.0
2277,12987000.0,12058000.0,17059000.0,16231000.0,15258000.0,20147000.0,16922000.0,25424000.0,20753000.0,22033000.0,17659000.0,12961000.0,18069000.0,18709000.0,23859000.0,23166000.0,22036000.0,22627000.0
2278,15071000.0,17100000.0,23251000.0,18307000.0,19926000.0,16388000.0,18026000.0,30502000.0,24305000.0,21304000.0,26843000.0,19587000.0,24387000.0,11197000.0,15302000.0,14578000.0,16091000.0,15859000.0
2279,40820000.0,55805000.0,60833000.0,50548000.0,52217000.0,37227000.0,63204000.0,80531000.0,58420000.0,84293000.0,64706000.0,53934000.0,75219000.0,46491000.0,59001000.0,57176000.0,59329000.0,69474000.0
2280,75493000.0,85393000.0,102260000.0,80389000.0,85335000.0,71098000.0,72288000.0,69953000.0,80054000.0,106270000.0,90297000.0,94956000.0,89362000.0,99424000.0,122620000.0,102520000.0,121030000.0,89567000.0
2281,129920000.0,143480000.0,176900000.0,148500000.0,173610000.0,110860000.0,99943000.0,151280000.0,118820000.0,159330000.0,172060000.0,122560000.0,157770000.0,128820000.0,144080000.0,139630000.0,145070000.0,146350000.0
2282,34343000.0,43032000.0,40871000.0,38275000.0,39962000.0,29516000.0,34675000.0,46475000.0,38974000.0,59279000.0,47365000.0,39945000.0,50061000.0,39442000.0,47117000.0,41721000.0,46440000.0,46717000.0
2283,8372300.0,9088900.0,7919400.0,12636000.0,6418600.0,10599000.0,9007000.0,10232000.0,11778000.0,10275000.0,10296000.0,6246500.0,7632200.0,10750000.0,7803600.0,7669000.0,15548000.0,7867000.0
2284,1001300.0,1471884.8,1486762.0,2291600.0,1493154.0,1039800.0,1239162.0,1318039.4,1202300.0,1359127.0,1283676.6,1267810.0,1335369.2,1307000.0,1238436.2,1158973.4,510420.0,1246743.2
2285,180140000.0,207640000.0,235660000.0,227780000.0,250540000.0,190880000.0,227680000.0,253320000.0,225300000.0,220700000.0,274870000.0,197380000.0,229240000.0,197840000.0,221070000.0,191330000.0,217310000.0,205000000.0
2286,252350000.0,304220000.0,376990000.0,267030000.0,339980000.0,240890000.0,265090000.0,346580000.0,245280000.0,288290000.0,347280000.0,274590000.0,312560000.0,260550000.0,315560000.0,310830000.0,286020000.0,302850000.0
2287,25383000.0,23485000.0,24267000.0,19918000.0,22260000.0,24524000.0,23819000.0,27849000.0,27372000.0,23190000.0,22146000.0,18960000.0,24940000.0,23691000.0,28938000.0,25101000.0,27202000.0,29581000.0
2288,11238000.0,12041072.0,12463950.0,12936000.0,11808000.0,7414400.0,12036000.0,11742000.0,9702800.0,12284000.0,12654000.0,11596000.0,12581000.0,11498586.0,11174000.0,11321000.0,12008632.0,14011000.0
2289,40172000.0,42535000.0,44869000.0,31921000.0,41460000.0,164420000.0,42309000.0,34499000.0,28448000.0,43439000.0,53376000.0,37462000.0,30370000.0,48635000.0,50499000.0,51131000.0,41733000.0,30024000.0
2290,33592000.0,38404000.0,53493000.0,38556000.0,40712000.0,35695000.0,38587000.0,44419000.0,40007000.0,44656000.0,52802000.0,42558000.0,51826000.0,39456000.0,42972000.0,44945000.0,42167000.0,39626000.0
2291,41448000.0,45351000.0,54331000.0,41149000.0,50851000.0,35056000.0,46486000.0,45365000.0,39906000.0,54139000.0,46555000.0,45285000.0,52944000.0,41738000.0,53567000.0,51217000.0,51351000.0,51595000.0
2292,9335000.0,13014000.0,14756000.0,12658000.0,14796000.0,8205400.0,11944000.0,13725000.0,12400000.0,16011000.0,12772000.0,12563000.0,15490000.0,14661000.0,15870780.0,14697000.0,17467000.0,18763000.0
2293,39764000.0,40809000.0,49733000.0,40392000.0,44464000.0,27863000.0,36283000.0,39491000.0,35639000.0,48433000.0,37990000.0,33769000.0,37262000.0,33953000.0,40908000.0,43827000.0,48132000.0,38599000.0
2294,211300000.0,278600000.0,294660000.0,234960000.0,287060000.0,214250000.0,259670000.0,304340000.0,233050000.0,244700000.0,254850000.0,218640000.0,279580000.0,224250000.0,270140000.0,267870000.0,258360000.0,277590000.0
2295,15147000.0,16478000.0,13825000.0,15233000.0,13228000.0,11362000.0,14176000.0,18282000.0,14933000.0,19671000.0,13142000.0,9192100.0,15485000.0,20157000.0,19132000.0,19859000.0,28946000.0,23356000.0
2296,40566000.0,43035000.0,38720000.0,40482000.0,38191000.0,36473000.0,35148000.0,35927000.0,36072000.0,54639000.0,43940000.0,40815000.0,56067000.0,40830000.0,44482630.0,46527000.0,45804000.0,44398000.0
2297,80018000.0,63593000.0,60007000.0,566240000.0,61807000.0,43883000.0,80872426.0,63284000.0,80747000.0,52240000.0,54205000.0,53913000.0,14041000.0,68561500.0,73311000.0,13455000.0,10296000.0,9663800.0
2298,220000000.0,267360000.0,360080000.0,250030000.0,292860000.0,196280000.0,209370000.0,247380000.0,249530000.0,295760000.0,248880000.0,202010000.0,262090000.0,212170000.0,234190000.0,212580000.0,221280000.0,221780000.0
2299,17011000.0,18182000.0,26824000.0,21892000.0,20720000.0,17924000.0,19967000.0,20650000.0,17140000.0,20786000.0,16179000.0,20090000.0,18505000.0,17104000.0,16835000.0,18629000.0,21977000.0,17287000.0
2300,11212000.0,10902000.0,13509000.0,13578054.0,8756200.0,14411000.0,17001000.0,18577000.0,21501000.0,15064174.0,15737000.0,10350000.0,8742600.0,13684000.0,14741000.0,14395000.0,18761000.0,14374000.0
2301,142720000.0,157600000.0,186490000.0,156020000.0,173070000.0,117040000.0,134440000.0,160360000.0,142730000.0,153750000.0,135990000.0,118420000.0,151230000.0,135230000.0,142610000.0,130680000.0,153650000.0,150530000.0
2302,34216000.0,52925000.0,47482000.0,36666000.0,39616000.0,42089000.0,48245000.0,43141000.0,45604000.0,59151000.0,46625000.0,44365000.0,46945000.0,47618000.0,60203000.0,43988000.0,54259000.0,47264000.0
2303,19449000.0,24811000.0,29694000.0,21530000.0,24632000.0,18856000.0,19814000.0,25793000.0,20897000.0,21488000.0,22778000.0,19746000.0,25376000.0,16871000.0,22098000.0,22695000.0,33987000.0,25132000.0
2304,8460900.0,8210300.0,10640000.0,9332500.0,10035000.0,17110000.0,12208000.0,19483000.0,10383000.0,13321000.0,12137000.0,9125800.0,10060000.0,9337900.0,15294000.0,12743000.0,9277700.0,13058000.0
2305,47829000.0,46921000.0,57494000.0,43695000.0,50391000.0,47923000.0,49210000.0,59962000.0,49001000.0,58052000.0,62004000.0,49871000.0,59590000.0,53129000.0,60591000.0,57180000.0,63196000.0,59095000.0
2306,34211000.0,37141000.0,40723000.0,34558000.0,42157000.0,15787000.0,18683000.0,20957000.0,19211000.0,47718000.0,43470000.0,37317000.0,49186000.0,28290000.0,31528000.0,30367000.0,31929000.0,30975000.0
2307,5602300.0,4331700.0,6451500.0,5005100.0,5519900.0,5446100.0,5897913.0,7215200.0,6100750.0,6417100.0,6259200.0,5568586.0,6378722.0,5469200.0,7143500.0,5363500.0,7600100.0,7272300.0
2308,102830000.0,115690000.0,131780000.0,115510000.0,121840000.0,90531000.0,101380000.0,112750000.0,102020000.0,127540000.0,109730000.0,98142000.0,116900000.0,93549000.0,111710000.0,104040000.0,94979000.0,106810000.0
2309,14560000.0,16850470.0,18190000.0,17201000.0,17034000.0,15284000.0,17727000.0,16620000.0,21406000.0,15436000.0,13005000.0,15247000.0,18273000.0,17561000.0,16884000.0,16180000.0,16065000.0,16056000.0
2310,40382000.0,42034000.0,47386000.0,46068000.0,43733000.0,40460000.0,43842000.0,48921000.0,48578000.0,39615000.0,41210000.0,36359000.0,42813000.0,45664000.0,55856000.0,48019000.0,51148000.0,45858000.0
2311,183790000.0,201610000.0,211040000.0,193340000.0,200190000.0,162330000.0,184900000.0,238060000.0,188310000.0,192500000.0,207810000.0,158230000.0,185670000.0,192520000.0,247060000.0,222450000.0,219530000.0,236310000.0
2312,35087000.0,35303000.0,45762000.0,41581000.0,42856000.0,39345000.0,36966000.0,40312000.0,38628000.0,44142000.0,44176000.0,37288000.0,41531000.0,22543000.0,29169000.0,24962000.0,29014000.0,25167000.0
2313,104240000.0,120650000.0,176030000.0,144960000.0,135740000.0,105740000.0,123970000.0,150610000.0,107780000.0,126670000.0,138300000.0,117500000.0,117600000.0,139760000.0,145580000.0,182870000.0,141120000.0,136030000.0
2314,177700000.0,210000000.0,250130000.0,226240000.0,201980000.0,122710000.0,133730000.0,153690000.0,140500000.0,250030000.0,206380000.0,201560000.0,237350000.0,169870000.0,167000000.0,166860000.0,205160000.0,167690000.0
2315,61486000.0,76821000.0,104020000.0,76541000.0,85178000.0,61767000.0,75121000.0,92481000.0,83573000.0,155040000.0,143210000.0,108400000.0,131120000.0,44594000.0,60398000.0,54846000.0,51075000.0,52439000.0
2316,29617000.0,35025000.0,41952000.0,38168000.0,35931000.0,27363000.0,33423000.0,38246000.0,33930000.0,40993000.0,37333000.0,31710000.0,43080000.0,43335000.0,45042000.0,48016000.0,42315000.0,49957000.0
2317,9001339.0,9106737.0,8958927.0,9010337.0,8993630.0,8989447.0,9118945.0,9070429.0,9498100.0,9040225.0,9249732.0,9097739.0,9948000.0,8811433.0,8755524.0,8764522.0,8606425.0,7538000.0
2318,67838000.0,80980000.0,97667000.0,63905000.0,79954000.0,80407000.0,87714000.0,86285000.0,87720000.0,71234000.0,65400000.0,69545000.0,79800000.0,92115000.0,108230000.0,81664000.0,98502000.0,94557000.0
2319,48921000.0,61203000.0,64517000.0,49289000.0,59463000.0,40575000.0,57208000.0,73998000.0,51382000.0,50612000.0,63057000.0,51371000.0,69694000.0,58475000.0,71690000.0,77005000.0,81937000.0,78504000.0
2320,40642000.0,65662000.0,59030000.0,54239000.0,61580000.0,29214000.0,43747000.0,45556000.0,42697000.0,60366000.0,68165000.0,52396000.0,60728000.0,45109000.0,36483000.0,49424000.0,50305000.0,49592000.0
2321,63027000.0,80643000.0,76199000.0,84330000.0,73937000.0,49930000.0,60331000.0,90468000.0,61083000.0,87663000.0,95498000.0,64274000.0,71758000.0,87243000.0,90264000.0,72008000.0,96677000.0,74680000.0
2322,3277700000.0,4637800000.0,5973300000.0,3900000000.0,4948700000.0,4265400000.0,3840900000.0,5383900000.0,4398700000.0,7097800000.0,9031200000.0,7036000000.0,8252200000.0,4001500000.0,4413000000.0,4745100000.0,3684700000.0,4079500000.0
2323,13051000.0,16291000.0,18151000.0,14427000.0,15717000.0,12189000.0,17552000.0,16430000.0,17498000.0,16847000.0,15074000.0,13763000.0,14860000.0,14867000.0,18999000.0,16845000.0,18457000.0,18204000.0
2324,30751000.0,33153000.0,32637000.0,39603000.0,40979000.0,28638000.0,32446000.0,35827000.0,34527000.0,34583000.0,34830460.0,28192000.0,37312000.0,34373000.0,36372000.0,34893000.0,33376000.0,32020000.0
2325,3969200.0,5374221.0,6581740.0,5067300.0,5630448.0,3567700.0,4726498.0,6346104.0,4260200.0,10326000.0,5834798.0,4765634.0,6595139.0,4716600.0,5584701.0,5253609.0,4803100.0,5684851.0
2326,140860000.0,176810000.0,216580000.0,174680000.0,195850000.0,122560000.0,151180000.0,204090000.0,155860000.0,172530000.0,171670000.0,145730000.0,186720000.0,170320000.0,200000000.0,188290000.0,197170000.0,195340000.0
2327,10651000.0,14167000.0,14696000.0,12374000.0,13483998.0,9501900.0,9545400.0,14310000.0,14615000.0,11738000.0,14753000.0,10282000.0,13306000.0,14469000.0,10393000.0,13835000.0,16147000.0,15250000.0
2328,37141000.0,45866000.0,51578000.0,42326000.0,44925000.0,30983000.0,34896000.0,41619000.0,38655000.0,46575000.0,44739000.0,35901000.0,46189000.0,44945000.0,48693000.0,46628000.0,44180000.0,47623000.0
2329,42484000.0,43272000.0,46158000.0,36115000.0,35790000.0,53212000.0,53410000.0,67349000.0,50743000.0,54195000.0,49128000.0,41745000.0,49668000.0,35931000.0,39322000.0,35268000.0,38588000.0,36375000.0
2330,3766900.0,9377106.0,10352794.0,9255145.0,9986911.0,9742989.0,10962599.0,11206521.0,15963000.0,10108872.0,10230833.0,8889262.0,10596716.0,9986911.0,10840638.0,10474755.0,10718677.0,10596716.0
2331,10847000.0,15274000.0,16393000.0,13403000.0,13806000.0,12931000.0,15508000.0,17669000.0,14007000.0,17284000.0,18578000.0,15472000.0,18580000.0,13038000.0,17961000.0,14256000.0,12959000.0,17034000.0
2332,76921000.0,87703000.0,102410000.0,82320000.0,95545000.0,69657000.0,77354000.0,96823000.0,83542000.0,116220000.0,87563000.0,68908000.0,108540000.0,95561000.0,98328000.0,99673000.0,102490000.0,104200000.0
2333,85807000.0,72717000.0,81911000.0,98143000.0,78490000.0,67691000.0,70739000.0,85791000.0,80419000.0,72338000.0,44493000.0,42845000.0,46289000.0,82062000.0,72653000.0,79136000.0,104060000.0,77553000.0
2334,9252600.0,8062100.0,10269382.0,8563500.0,6470600.0,9456900.0,12584000.0,11362000.0,9952500.0,9027100.0,11491000.0,10859000.0,7495900.0,12415000.0,10230000.0,9452300.0,13068000.0,16982000.0
2335,4763300.0,5631021.0,6021586.0,5703600.0,5799671.0,5140400.0,5402291.0,5623900.0,5703100.0,7690700.0,5846972.0,5474277.0,6053083.0,5010400.0,5536200.0,5300699.0,4620700.0,5443337.0
2336,9838100.0,12201000.0,16754000.0,19694000.0,18859000.0,12755000.0,15666000.0,21411000.0,17348000.0,24664000.0,20648000.0,12959000.0,13535000.0,12797000.0,18475000.0,18074000.0,27972000.0,19530000.0
2337,5704300.0,5493668.0,5632479.0,5639500.0,5482730.0,4390300.0,5079170.0,5481547.0,5080286.0,7104500.0,5518108.0,5155941.0,5702462.0,4540700.0,5035872.0,5030452.0,4090800.0,5032306.0
2338,12855000.0,18185000.0,16234000.0,11097000.0,20252000.0,7870100.0,10014000.0,15460000.0,9171900.0,20011000.0,20368000.0,12462000.0,19505000.0,8861800.0,8600000.0,7031900.0,12226693.0,10955000.0
2339,14294000.0,11569000.0,14235000.0,18585000.0,11604000.0,13806000.0,13138000.0,18174000.0,15368000.0,21008000.0,14039000.0,15341000.0,17572000.0,14992000.0,12606000.0,11422000.0,14804000.0,13487000.0
2340,18745000.0,22571000.0,14428000.0,16428000.0,15825000.0,14194000.0,19046000.0,15698000.0,16657000.0,24140000.0,16397000.0,21686000.0,21928000.0,19988000.0,14944000.0,12806000.0,16167000.0,16868000.0
2341,17910000.0,19468000.0,17180000.0,18473000.0,16160000.0,15482000.0,15359000.0,16230000.0,18937000.0,20825000.0,14092000.0,15634000.0,15053000.0,16690000.0,20667000.0,18219000.0,21623000.0,22428000.0
2342,1678400000.0,1905500000.0,2372100000.0,2134100000.0,1619800000.0,849310000.0,1532600000.0,1412700000.0,1910800000.0,1789100000.0,2809000000.0,1941800000.0,2593400000.0,1440900000.0,1344600000.0,1372700000.0,635050000.0,1682900000.0
2343,42811000.0,42763000.0,47496000.0,59437000.0,48244000.0,44781000.0,58656000.0,63974000.0,56008000.0,57804000.0,56976000.0,41004000.0,54559000.0,57130000.0,56175000.0,59542000.0,52907000.0,65798000.0
2344,7379900.0,7323800.0,7726400.0,5659500.0,5253800.0,6753700.0,5457100.0,8263400.0,7419300.0,5515400.0,9038900.0,6490500.0,7835100.0,6842770.0,8396600.0,6190200.0,8479100.0,7180500.0
2345,19998000.0,22961000.0,29879000.0,20509000.0,23763000.0,17709000.0,18477000.0,24547000.0,19593000.0,23684000.0,19454000.0,19733000.0,25924000.0,22316000.0,20745000.0,25131000.0,28918000.0,30261000.0
2346,11021000.0,9764102.0,9801655.0,9986700.0,9879933.0,8587000.0,9139685.0,9638599.0,8493000.0,10096000.0,9508118.0,9118500.0,9081300.0,9556300.0,9626834.0,9603946.0,10729000.0,9771541.0
2347,45756000.0,49358000.0,58215000.0,62355000.0,54646000.0,51913000.0,57219000.0,68844000.0,53286000.0,52074000.0,47167000.0,45587000.0,45118000.0,52451000.0,53545000.0,49560000.0,65105000.0,50357000.0
2348,43894000.0,38468000.0,50905000.0,62623000.0,55021000.0,10670000.0,12120000.0,17042000.0,15154000.0,82073000.0,84572000.0,66259000.0,76534000.0,38483000.0,41293000.0,33086000.0,51926000.0,36331000.0
2349,14712450.0,15466980.0,16980000.0,15107720.0,15952470.0,13527000.0,14948280.0,17495000.0,14218000.0,16216270.0,15871470.0,15024290.0,16273040.0,14906000.0,15820400.0,15449310.0,14967000.0,15768000.0
2350,2344100.0,9834497.0,12031282.0,7893900.0,10407863.0,8227800.0,11134397.0,12010746.0,16156000.0,12895000.0,10967954.0,9309127.0,11528554.0,12335000.0,12424855.0,11956549.0,13303000.0,11998169.0
2351,2687900.0,3584231.0,4253170.0,3584600.0,3887543.0,2929600.0,3332937.0,4004067.0,2996300.0,3589900.0,3754137.0,3223871.0,3811908.0,3197300.0,4257635.0,3907304.0,6151600.0,4184185.0
2352,14083000.0,17107000.0,17342000.0,20409000.0,15595000.0,11857000.0,12850000.0,13509000.0,11638000.0,16284000.0,18065000.0,15479000.0,15159000.0,12729000.0,13394000.0,12430000.0,11911000.0,12455000.0
2353,63988000.0,51276000.0,48234000.0,46209000.0,42686000.0,26254000.0,15313000.0,30591000.0,37322000.0,42944000.0,39539000.0,26702000.0,26777000.0,32229000.0,25030000.0,21062000.0,41443000.0,20489000.0
2354,91724000.0,115520000.0,125080000.0,109730000.0,118260000.0,87383000.0,97195000.0,118100000.0,83850000.0,106900000.0,118380000.0,91929000.0,112200000.0,88438000.0,117440000.0,101550000.0,109640000.0,126610000.0
2355,18206000.0,19575000.0,20557000.0,16080000.0,21642000.0,12243000.0,12105000.0,14584000.0,11723000.0,24984000.0,18853000.0,18958000.0,19240000.0,15657000.0,19408000.0,17745000.0,15892000.0,17270000.0
2356,10592400.0,10630100.0,10635900.0,10624300.0,10633000.0,10459000.0,10601100.0,10644600.0,10612700.0,10633000.0,10633000.0,10595300.0,10635900.0,10749000.0,10647500.0,10644600.0,10650400.0,10638800.0
2357,14943000.0,14944000.0,18927000.0,22589000.0,16750430.0,14090000.0,15641000.0,17029110.0,18673000.0,15179000.0,18506000.0,16147380.0,17038310.0,12318000.0,15651900.0,15901390.0,14401000.0,15375350.0
2358,25779000.0,29563000.0,29446000.0,26997000.0,32044000.0,34816000.0,39846000.0,35711000.0,32660000.0,31482000.0,30012000.0,34755000.0,33988000.0,22591000.0,25188000.0,24966000.0,28534000.0,25683000.0
2359,8934349.0,9551500.0,10535000.0,9120435.0,8729400.0,8778865.0,7526800.0,8119100.0,8651713.0,8886816.0,8263800.0,7374700.0,8408200.0,11429000.0,8341000.0,8233400.0,9084605.0,8193400.0
2360,4190400.0,3638500.0,4271300.0,4219700.0,4316800.0,3509100.0,3492900.0,4085600.0,4019100.0,4401700.0,3981500.0,5259300.0,5266900.0,3601200.0,2928900.0,2741800.0,3394500.0,2149200.0
2361,19349000.0,27964000.0,12994000.0,24354740.0,15343000.0,18960000.0,25089000.0,26029000.0,35518000.0,45817000.0,28672000.0,20996000.0,26604000.0,21785000.0,25724000.0,22090000.0,27093900.0,22035000.0
2362,31339000.0,28772000.0,32599000.0,40790000.0,22956000.0,21322000.0,29423000.0,31874000.0,32421000.0,61304000.0,48494000.0,36378000.0,34625000.0,18650000.0,18837000.0,19545000.0,21138000.0,19050000.0
2363,1668066.0,1655165.0,1642264.0,1738100.0,1653322.0,1660694.0,1655165.0,1640421.0,1649636.0,1645950.0,1653322.0,1655165.0,1640421.0,1645950.0,1631206.0,1634892.0,1553800.0,1633049.0
2364,42254000.0,42531000.0,54716000.0,47986000.0,41853000.0,40972000.0,45515000.0,51634000.0,44014000.0,55625000.0,53046000.0,44657000.0,54216000.0,48154000.0,54979000.0,51847000.0,50326000.0,65427000.0
2365,355650000.0,229700000.0,288490000.0,268870000.0,250480000.0,360260000.0,384870000.0,344770000.0,341790000.0,337130000.0,306410000.0,250320000.0,345850000.0,374600000.0,357910000.0,273750000.0,696870000.0,314320000.0
2366,305380000.0,460700000.0,610460000.0,420860000.0,574510000.0,485470000.0,506570000.0,810550000.0,768630000.0,813320000.0,558860000.0,536020000.0,968240000.0,423680000.0,533280000.0,570580000.0,605390000.0,736530000.0
2367,40957000.0,52647000.0,54731000.0,50550000.0,61317000.0,33625000.0,39395000.0,48410000.0,41901000.0,51848000.0,53836000.0,42872000.0,51987000.0,48012000.0,53355000.0,52264000.0,56825000.0,54123000.0
2368,29884000.0,30077000.0,19907000.0,24248000.0,42440000.0,14591000.0,26317000.0,37495000.0,42859000.0,43570000.0,22611000.0,22209000.0,25784000.0,41459000.0,30064000.0,42358000.0,57082000.0,26076000.0
2369,4632720.0,4624760.0,4614810.0,4631725.0,4620780.0,4643665.0,4641675.0,4620780.0,4676500.0,4577000.0,4620780.0,4633715.0,4615805.0,4631725.0,4626750.0,4626750.0,4630730.0,4626750.0
2370,11942000.0,11070000.0,12464000.0,9637600.0,11319000.0,6769000.0,6317000.0,8457200.0,7410000.0,9251200.0,8203000.0,6603200.0,9270313.0,8106300.0,9442300.0,8297800.0,8903866.0,8131000.0
2371,9140000.0,10941000.0,13047000.0,10014000.0,11754000.0,8550400.0,8722300.0,10566000.0,8884700.0,10006000.0,8467800.0,8123700.0,10267822.0,7646300.0,8288200.0,9307600.0,12728000.0,11553000.0
2372,12888000.0,13264913.0,11296000.0,16961000.0,13535287.0,10225000.0,14442723.0,14652681.0,21491000.0,18850000.0,8338900.0,13530275.0,13852349.0,11985000.0,13716789.0,13356479.0,14202000.0,14217911.0
2373,32456000.0,39076000.0,46990000.0,42012000.0,45647000.0,45814000.0,46950000.0,56371000.0,45156000.0,47012000.0,47418000.0,41005000.0,39235000.0,41234000.0,45061000.0,47775000.0,44370000.0,45728000.0
2374,11259690.0,11626230.0,14876000.0,11416990.0,12243770.0,11038310.0,10103000.0,12018880.0,11191000.0,10833000.0,11581870.0,11325740.0,12162420.0,11397550.0,11912470.0,11864740.0,11581870.0,11905940.0
2375,8359000.0,10031000.0,19993000.0,9167500.0,10018000.0,5189400.0,8437721.0,10554786.0,8688722.0,9680000.0,8925600.0,8506200.0,9473400.0,7447600.0,8043100.0,7871100.0,8731100.0,8265400.0
2376,24916000.0,31452000.0,34875000.0,29628000.0,30895000.0,32261000.0,37497000.0,45813000.0,38051000.0,42346000.0,44756000.0,36987000.0,46139000.0,25007000.0,34419000.0,33378000.0,29538000.0,34965000.0
2377,15589000.0,23745000.0,21420000.0,16852000.0,27214000.0,11523000.0,11312000.0,19307000.0,15834000.0,17450000.0,18835000.0,11064000.0,17422000.0,11109000.0,11311000.0,10775000.0,13258000.0,10751000.0
